SessionID = "130201.010543"
SessionDate = "01/02/2013 (dd/mm/yyyy)"
SessionEnvironment = "closed empty room"
SessionComments = "0 dB Preatt, 80 Hz HPF"
SpeakerID = "0740"
SpeakerName = "Thea Angela P. Silayro"
SpeakerAge = 17
SpeakerGender = "female"
SpekaerDialect = "Hiligaynon - Iloilo"
MotherDialect = "Hiligaynon - Iloilo"
FatherDialect = "Hiligaynon - Capiz"
SpeakerProfession = "Student"
SpeakerComments = ""
0740.130201.010543.0001.wav "HIL_Iso_Airlines.txt" "Roxas Airport"
0740.130201.010543.0002.wav "HIL_Iso_Airlines.txt" "Kalibo International Airport"
0740.130201.010543.0003.wav "HIL_Iso_Airlines.txt" "Kalibo International Airport"
0740.130201.010543.0004.wav "HIL_Iso_Airlines.txt" "Sibulan Airport"
0740.130201.010543.0005.wav "HIL_Iso_Airlines.txt" "Kalibo International Airport"
0740.130201.010543.0006.wav "HIL_Iso_Airlines.txt" "Naga Airport"
0740.130201.010543.0007.wav "HIL_Iso_Airlines.txt" "Naga Airport"
0740.130201.010543.0008.wav "HIL_Iso_Airlines.txt" "Francisco Bangoy International Airport"
0740.130201.010543.0009.wav "HIL_Iso_Airlines.txt" "Daniel Z. Romualdez Airport"
0740.130201.010543.0010.wav "HIL_Iso_Airlines.txt" "General Santos International Airport"
0740.130201.010543.0011.wav "HIL_Iso_BodyParts.txt" "tina-e"
0740.130201.010543.0012.wav "HIL_Iso_BodyParts.txt" "kilay"
0740.130201.010543.0013.wav "HIL_Iso_BodyParts.txt" "suloksulók"
0740.130201.010543.0014.wav "HIL_Iso_BodyParts.txt" "tina-e"
0740.130201.010543.0015.wav "HIL_Iso_BodyParts.txt" "tina-e"
0740.130201.010543.0016.wav "HIL_Iso_BodyParts.txt" "suloksulók"
0740.130201.010543.0017.wav "HIL_Iso_BodyParts.txt" "hità"
0740.130201.010543.0018.wav "HIL_Iso_BodyParts.txt" "tiyan"
0740.130201.010543.0019.wav "HIL_Iso_BodyParts.txt" "hità"
0740.130201.010543.0020.wav "HIL_Iso_BodyParts.txt" "labotlabot"
0740.130201.010543.0021.wav "HIL_Iso_BodyParts.txt" "ariputan"
0740.130201.010543.0022.wav "HIL_Iso_Cities.txt" "Cagayan de Oro"
0740.130201.010543.0023.wav "HIL_Iso_Cities.txt" "Davao"
0740.130201.010543.0024.wav "HIL_Iso_Cities.txt" "Las Piñas"
0740.130201.010543.0025.wav "HIL_Iso_Cities.txt" "Lapu-Lapu"
0740.130201.010543.0026.wav "HIL_Iso_Cities.txt" "Cebu"
0740.130201.010543.0027.wav "HIL_Iso_Cities.txt" "Angeles"
0740.130201.010543.0028.wav "HIL_Iso_Cities.txt" "Singalong"
0740.130201.010543.0029.wav "HIL_Iso_Cities.txt" "Singalong"
0740.130201.010543.0030.wav "HIL_Iso_Cities.txt" "Sta. Mesa"
0740.130201.010543.0031.wav "HIL_Iso_Cities.txt" "Pasay"
0740.130201.010543.0032.wav "HIL_Iso_Cities.txt" "Guimaras"
0740.130201.010543.0033.wav "HIL_Iso_Colors_Pronouns.txt" "inyo"
0740.130201.010543.0034.wav "HIL_Iso_Colors_Pronouns.txt" "itum"
0740.130201.010543.0035.wav "HIL_Iso_Colors_Pronouns.txt" "pilá"
0740.130201.010543.0036.wav "HIL_Iso_Colors_Pronouns.txt" "kami"
0740.130201.010543.0037.wav "HIL_Iso_Colors_Pronouns.txt" "sin-o"
0740.130201.010543.0038.wav "HIL_Iso_Colors_Pronouns.txt" "amó to"
0740.130201.010543.0039.wav "HIL_Iso_Colors_Pronouns.txt" "kamo"
0740.130201.010543.0040.wav "HIL_Iso_Colors_Pronouns.txt" "diin"
0740.130201.010543.0041.wav "HIL_Iso_Colors_Pronouns.txt" "paano"
0740.130201.010543.0042.wav "HIL_Iso_Companies.txt" "Philippine Long Distance Telephone Company"
0740.130201.010543.0043.wav "HIL_Iso_Companies.txt" "Pilipino Telephone Corporation"
0740.130201.010543.0044.wav "HIL_Iso_Companies.txt" "Digital Telecommunications Philippines"
0740.130201.010543.0045.wav "HIL_Iso_Companies.txt" "First Philippine Holdings"
0740.130201.010543.0046.wav "HIL_Iso_Companies.txt" "ICTSI"
0740.130201.010543.0047.wav "HIL_Iso_Companies.txt" "ABS-CBN"
0740.130201.010543.0048.wav "HIL_Iso_Companies.txt" "Philippine Long Distance Telephone Company"
0740.130201.010543.0049.wav "HIL_Iso_Companies.txt" "Rizal Commercial Banking Corporation"
0740.130201.010543.0050.wav "HIL_Iso_Companies.txt" "Megaworld"
0740.130201.010543.0051.wav "HIL_Iso_Companies.txt" "San Miguel Brewery"
0740.130201.010543.0052.wav "HIL_Iso_Cuisine.txt" "Ítlog nga Pulá"
0740.130201.010543.0053.wav "HIL_Iso_Cuisine.txt" "Bibíngka"
0740.130201.010543.0054.wav "HIL_Iso_Cuisine.txt" "Ítlog nga Pulá"
0740.130201.010543.0055.wav "HIL_Iso_Cuisine.txt" "Sinúgba"
0740.130201.010543.0056.wav "HIL_Iso_Cuisine.txt" "Hinipunán"
0740.130201.010543.0057.wav "HIL_Iso_Cuisine.txt" "Hinubóg"
0740.130201.010543.0058.wav "HIL_Iso_Cuisine.txt" "Tórta"
0740.130201.010543.0059.wav "HIL_Iso_Cuisine.txt" "Tórta"
0740.130201.010543.0060.wav "HIL_Iso_Cuisine.txt" "La Paz Bátchoy"
0740.130201.010543.0061.wav "HIL_Iso_Cuisine.txt" "Láb-as"
0740.130201.010543.0062.wav "HIL_Iso_Cuisine.txt" "Chopsuéy"
0740.130201.010543.0063.wav "HIL_Iso_Educ.txt" "usman"
0740.130201.010543.0064.wav "HIL_Iso_Educ.txt" "kon"
0740.130201.010543.0065.wav "HIL_Iso_Educ.txt" "duhá"
0740.130201.010543.0066.wav "HIL_Iso_Educ.txt" "﻿abót"
0740.130201.010543.0067.wav "HIL_Iso_Educ.txt" "saráng"
0740.130201.010543.0068.wav "HIL_Iso_Educ.txt" "tulò sang ulan"
0740.130201.010543.0069.wav "HIL_Iso_Educ.txt" "madamò gid"
0740.130201.010543.0070.wav "HIL_Iso_Educ.txt" "hinanalì nga"
0740.130201.010543.0071.wav "HIL_Iso_Educ.txt" "buaya"
0740.130201.010543.0072.wav "HIL_Iso_Educ.txt" "sia nga"
0740.130201.010543.0073.wav "HIL_Iso_Hotels.txt" "Le Soleil De Boracay Hotel"
0740.130201.010543.0074.wav "HIL_Iso_Hotels.txt" "Shangri-La's Mactan Resort & Spa"
0740.130201.010543.0075.wav "HIL_Iso_Hotels.txt" "City Garden Suites"
0740.130201.010543.0076.wav "HIL_Iso_Hotels.txt" "Waterfront Airport Hotel & Casino"
0740.130201.010543.0077.wav "HIL_Iso_Hotels.txt" "Millennium Plaza Serviced Residences"
0740.130201.010543.0078.wav "HIL_Iso_Hotels.txt" "Dive Link Resort"
0740.130201.010543.0079.wav "HIL_Iso_Hotels.txt" "Ascott Makati Serviced Residence"
0740.130201.010543.0080.wav "HIL_Iso_Hotels.txt" "Cebu Parklane International Hotel"
0740.130201.010543.0081.wav "HIL_Iso_Hotels.txt" "The Orchard Cebu Hotel & Suites"
0740.130201.010543.0082.wav "HIL_Iso_Hotels.txt" "Boracay Hills Resort"
0740.130201.010543.0083.wav "HIL_Iso_Kinship.txt" "lolo"
0740.130201.010543.0084.wav "HIL_Iso_Kinship.txt" "kamanghuran"
0740.130201.010543.0085.wav "HIL_Iso_Kinship.txt" "kahampang"
0740.130201.010543.0086.wav "HIL_Iso_Kinship.txt" "tita"
0740.130201.010543.0087.wav "HIL_Iso_Kinship.txt" "byudo"
0740.130201.010543.0088.wav "HIL_Iso_Kinship.txt" "kamagulangan "
0740.130201.010543.0089.wav "HIL_Iso_Kinship.txt" "ginautod"
0740.130201.010543.0090.wav "HIL_Iso_Kinship.txt" "maninay"
0740.130201.010543.0091.wav "HIL_Iso_Kinship.txt" "kamagulangan"
0740.130201.010543.0092.wav "HIL_Iso_Kinship.txt" "ugangan"
0740.130201.010543.0093.wav "HIL_Iso_Landmarks.txt" "Intramuros"
0740.130201.010543.0094.wav "HIL_Iso_Landmarks.txt" "Simbahan ng San Sebastian"
0740.130201.010543.0095.wav "HIL_Iso_Landmarks.txt" "Camp John Hay"
0740.130201.010543.0096.wav "HIL_Iso_Landmarks.txt" "﻿Hagdan-Hagdang Palayan"
0740.130201.010543.0097.wav "HIL_Iso_Landmarks.txt" "Pagudpud"
0740.130201.010543.0098.wav "HIL_Iso_Landmarks.txt" "Camp John Hay"
0740.130201.010543.0099.wav "HIL_Iso_Landmarks.txt" "Fort Santiago"
0740.130201.010543.0100.wav "HIL_Iso_Landmarks.txt" "Tubbataha"
0740.130201.010543.0101.wav "HIL_Iso_Landmarks.txt" "Ayala Center"
0740.130201.010543.0102.wav "HIL_Iso_Landmarks.txt" "Ambuklao Dam"
0740.130201.010543.0103.wav "HIL_Iso_MinPairs.txt" "Hawak (the waist) -- Hawák (roof lath; thin strip of wood used to frame roofing material)"
0740.130201.010543.0105.wav "HIL_Iso_MinPairs.txt" "Habón (soap) -- Hab-on (to throw down in a heap or in disorder)"
0740.130201.010543.0107.wav "HIL_Iso_MinPairs.txt" "Dala (to bear fruit, to be pregnant) -- Dalá (anything carried, brought, taken, transported; or to carry, bring, take, transport) -- Dalâ (to form pus)"
0740.130201.010543.0108.wav "HIL_Iso_MinPairs.txt" "Hawak (the waist) -- Hawák (roof lath; thin strip of wood used to frame roofing material)"
0740.130201.010543.0109.wav "HIL_Iso_MinPairs.txt" "Dala (to bear fruit, to be pregnant) -- Dalá (anything carried, brought, taken, transported; or to carry, bring, take, transport) -- Dalâ (to form pus)"
