../data/test,8973,111024.032108,0001,s u b i k _ b ey _ q i n t er n a sh u n a l _ q e er p o er t
../data/test,8973,111024.032108,0002,s a m b w a ng a _ q e n t er n a sh u n a l _ q e er p o er t
../data/test,8973,111024.032108,0004,p i l i _ q e er p o er t
../data/test,8973,111024.032108,0005,k a l i b o _ q i n t er n a sh u n a l _ q e er p o er t
../data/test,8973,111024.032108,0006,m a n i l a _ q i n t er n a sh u n a l _ q e er p o er t
../data/test,8973,111024.032108,0007,t a g b i l a r a n _ q e er p o er t
../data/test,8973,111024.032108,0008,q i l o q i l o _ q i n t er n a sh u n a l _ q e er p o er t
../data/test,8973,111024.032108,0009,m a n i l a _ q i n t er n a sh u n a l _ q e er p o er t
../data/test,8973,111024.032108,0010,k a g a y a n _ d i _ q o r o _ q e er p o er t
../data/test,8973,111024.032108,0011,t u t u n l a n
../data/test,8973,111024.032108,0013,q a g t a ng
../data/test,8973,111024.032108,0014,t a m p i h a k
../data/test,8973,111024.032108,0015,q u n u d
../data/test,8973,111024.032108,0016,b u k o
../data/test,8973,111024.032108,0017,b a t i k o l o n
../data/test,8973,111024.032108,0018,k u m a g k o q
../data/test,8973,111024.032108,0019,q u t u k
../data/test,8973,111024.032108,0020,q a t ay
../data/test,8973,111024.032108,0021,l u b u t
../data/test,8973,111024.032108,0022,l a g u s
../data/test,8973,111024.032108,0023,t u t u n l a n
../data/test,8973,111024.032108,0024,l a g ay
../data/test,8973,111024.032108,0025,ng a b i l
../data/test,8973,111024.032108,0026,h a w a k
../data/test,8973,111024.032108,0027,l a s _ p i ny a s
../data/test,8973,111024.032108,0028,m a l a t e
../data/test,8973,111024.032108,0029,g i h u l ng a n
../data/test,8973,111024.032108,0030,k a b a d b a r a n
../data/test,8973,111024.032108,0031,q e l _ s a l b a d o r
../data/test,8973,111024.032108,0032,p a s i g
../data/test,8973,111024.032108,0033,b a t a ng g a s
../data/test,8973,111024.032108,0034,t a n d a g
../data/test,8973,111024.032108,0035,t a y a b a s
../data/test,8973,111024.032108,0036,p a r a ny a k e
../data/test,8973,111024.032108,0037,q e l _ s a l b a d o er
../data/test,8973,111024.032108,0038,d i n h a q
../data/test,8973,111024.032108,0040,ng a n o
../data/test,8973,111024.032108,0041,k a m o
../data/test,8973,111024.032108,0042,p u t i q
../data/test,8973,111024.032108,0043,ny o
../data/test,8973,111024.032108,0044,q a s u l
../data/test,8973,111024.032108,0045,q i ng o n _ n i a n a q
../data/test,8973,111024.032108,0046,d i d t o
../data/test,8973,111024.032108,0047,p i l a
../data/test,8973,111024.032108,0048,s a n _ l ay f _ f i n a n sh a l
../data/test,8973,111024.032108,0049,q e s q e m _ i n v e s m e n t s
../data/test,8973,111024.032108,0050,m e t r o _ p a s i f i k _ i n v e s m e n t s _ k o er p o er ey sh u n
../data/test,8973,111024.032108,0051,b a ng k _ o v _ d uh _ f i l i p i n _ q ay l a n d s
../data/test,8973,111024.032108,0052,f er s _ f i l i p i n _ h ow l d i ng s _ k o r p o r ey sh uh n
../data/test,8973,111024.032108,0053,f er s _ f i l i p i n _ h ow l d i ng s _ k o r p o r ey sh uh n
../data/test,8973,111024.032108,0055,d i jh i t a l _ t e l e k o m e n i k ey sh o n s _ f i l i p i n s
../data/test,8973,111024.032108,0058,f i l i p i n _ b a ng k _ o v _ k o m e n i k ey sh o n s
../data/test,8973,111024.032108,0059,f i l t r a s t _ b a ng k
../data/test,8973,111024.032108,0060,f i l t r a s t _ b a ng k
../data/test,8973,111024.032108,0061,s e k y u er i t i _ b a ng k
../data/test,8973,111024.032108,0064,m e t r o _ p a s i f i k _ i n v e s m e n t s _ k o r p o r ey sh o n
../data/test,8973,111024.032108,0065,q e s q e m _ i n v e s m e n t s
../data/test,8973,111024.032108,0067,jh i q e m q ey _ q a er t i s _ s e n t er
../data/test,8973,111024.032108,0068,g i b u s a q
../data/test,8973,111024.032108,0069,p u ch e r o
../data/test,8973,111024.032108,0070,g i b a b a d
../data/test,8973,111024.032108,0071,t o er t a
../data/test,8973,111024.032108,0072,q i n a s a l
../data/test,8973,111024.032108,0073,k i l a w u n u n
../data/test,8973,111024.032108,0074,s a r sh y a d o
../data/test,8973,111024.032108,0075,p i y a y a
../data/test,8973,111024.032108,0076,p u t o
../data/test,8973,111024.032108,0077,s u m s u m a n
../data/test,8973,111024.032108,0078,k i n i l aw
../data/test,8973,111024.032108,0079,s a r sh a d o
../data/test,8973,111024.032108,0080,h i n i p u n a n
../data/test,8973,111024.032108,0082,k a m a t i s
../data/test,8973,111024.032108,0083,s i n a ng a g
