../data/test,2295,111024.005622,0001,b a k u l o d s i l ay _ q e er p o er t,
../data/test,2295,111024.005622,0002,d a ny e l _ z i _ r o m w a l d e z _ q e er p o er t,
../data/test,2295,111024.005622,0003,s u b i k _ b ey _ q i n t e er n a sh o n a l _ q e er p o er t,
../data/test,2295,111024.005622,0004,jh e n e r a l _ s a n t o s _ q i n t e er n a sh o n a l _ q e er p o er t,
../data/test,2295,111024.005622,0005,t a g b i l a r a n _ q e er p o er t,
../data/test,2295,111024.005622,0006,n i n oy _ q a k i n o _ q i n t e er n a sh o n a l _ q e er p o er t,
../data/test,2295,111024.005622,0007,jh o s d a d o _ m a k a p a g a l _ q i n t e er n a sh o n a l _ q e er p o er t,
../data/test,2295,111024.005622,0008,m a n i l a _ q i n t e er n a sh o n a l _ q e er p o er t,
../data/test,2295,111024.005622,0009,l u m b i y a _ q e er p o er t,
../data/test,2295,111024.005622,0010,k u m a,
../data/test,2295,111024.005622,0011,t a m p i h a k,
../data/test,2295,111024.005622,0012,t a m p i h a k,
../data/test,2295,111024.005622,0013,ch y a n,
../data/test,2295,111024.005622,0014,p i k oy,
../data/test,2295,111024.005622,0015,b i t i q i s,
../data/test,2295,111024.005622,0016,t i q i l,
../data/test,2295,111024.005622,0017,p a l a d,
../data/test,2295,111024.005622,0018,s u w a ng,
../data/test,2295,111024.005622,0019,l a g ay,
../data/test,2295,111024.005622,0020,b a g u l b a g o l,
../data/test,2295,111024.005622,0021,q u n u d,
../data/test,2295,111024.005622,0022,k a s i ng k a s i ng,
../data/test,2295,111024.005622,0023,b a g u l b a g o l,
../data/test,2295,111024.005622,0024,t u t u n l a n,
../data/test,2295,111024.005622,0025,g uy h u l ng a n,
../data/test,2295,111024.005622,0026,k e z o n _ s i t i,
../data/test,2295,111024.005622,0027,p a s i g,
../data/test,2295,111024.005622,0028,n w e v a _ q e s i h a,
../data/test,2295,111024.005622,0029,t a r l a k,
../data/test,2295,111024.005622,0030,t a y a b a s,
../data/test,2295,111024.005622,0031,p a r a ny a k i,
../data/test,2295,111024.005622,0032,k a g a y a n _ d i _ q o r o,
../data/test,2295,111024.005622,0033,b i n u n d u,
../data/test,2295,111024.005622,0034,l a s _ p i ny a s,
../data/test,2295,111024.005622,0035,p a er a ny a k e,
../data/test,2295,111024.005622,0036,i y a,
../data/test,2295,111024.005622,0037,i ng o n _ n i q a n a q,
../data/test,2295,111024.005622,0038,i ng o n _ n i y a n a q,
../data/test,2295,111024.005622,0039,p u l a,
../data/test,2295,111024.005622,0040,p u g h aw _ ng a _ s u _ r o s a s,
../data/test,2295,111024.005622,0041,d i n h a q,
../data/test,2295,111024.005622,0042,p u g h aw _ ng a _ p u l a,
../data/test,2295,111024.005622,0043,p i l a,
../data/test,2295,111024.005622,0044,ng a n o,
../data/test,2295,111024.005622,0045,r i s a l _ k o m e er sh a l _ b a ng k i ng _ k o er p o r i sh uh n,
../data/test,2295,111024.005622,0046,h i n i b r a _ s a n _ m i g e l,
../data/test,2295,111024.005622,0047,s a n _ m i g e l,
../data/test,2295,111024.005622,0048,ch ay n a b a ng k,
../data/test,2295,111024.005622,0049,s a n _ m i g e l,
../data/test,2295,111024.005622,0050,s a n _ m i g e l _ k o r p o r ey sh y uh n,
../data/test,2295,111024.005622,0051,l i p a n t o,
../data/test,2295,111024.005622,0052,m i g a w uh er l d _ k o er p o r ey sh y uh n,
../data/test,2295,111024.005622,0053,r i z a l _ k o m e er sh a l _ b a ng k i ng _ k o r p o r i sh uh n,
../data/test,2295,111024.005622,0054,y u ny o n _ b a ng k _ q o v _ dh uh _ p e l e p i n s,
../data/test,2295,111024.005622,0055,f e l e p i n _ l o ng _ d i s t a n s _ t e l e f u n _ k a m p a n i,
../data/test,2295,111024.005622,0056,b i p i q ay,
../data/test,2295,111024.005622,0057,q i s i m _ p r ay m,
../data/test,2295,111024.005622,0058,m i g a w o er l d _ k o r p o r i sh y uh n,
../data/test,2295,111024.005622,0059,g i s a d o,
../data/test,2295,111024.005622,0060,b a ng u s,
../data/test,2295,111024.005622,0061,g a t a s,
../data/test,2295,111024.005622,0062,s a er sh a d o,
